작성월	지역코드	지역명	상권코드	상권명	총건물수	1층생활시설수	2층생활시설수	문화집회시설수	종교시설수	판매시설수	의료시설수	아동노인복지시설수	수련시설수	운동시설수	숙박시설수	여가및오락시설수	총가스사용량	상업용가스사용량	총전기사용량	month	year
2022-07-01	11110	종로구	9166	경복궁역_1	161.0	36.0	55.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	264544	257328	535.99	7	2022
2022-08-01	11110	종로구	9166	경복궁역_1	161.0	36.0	55.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	268483	259377	575.824	8	2022
2022-10-01	11110	종로구	9166	경복궁역_1	161.0	36.0	55.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	312080	299796	356.913	10	2022
2022-10-01	11110	종로구	9166	경복궁역_1	161.0	36.0	55.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	312080	299796	356.913	10	2022
2022-11-01	11110	종로구	9166	경복궁역_1	161.0	36.0	55.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	397970	380066	351.15	11	2022
2023-01-01	11110	종로구	9166	경복궁역_1	161.0	36.0	55.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	478390	426998	551.683	1	2023
2023-01-01	11110	종로구	9166	경복궁역_1	161.0	36.0	55.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	505875	451965	512.551	1	2023
2023-03-01	11110	종로구	9166	경복궁역_1	161.0	36.0	56.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	420523	401215	361.635	3	2023
2023-03-01	11110	종로구	9166	경복궁역_1	161.0	36.0	56.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	368878	351095	351.153	3	2023
2023-06-01	11110	종로구	9166	경복궁역_1	161.0	36.0	56.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	323359	310399	433.734	6	2023
2023-07-01	11110	종로구	9166	경복궁역_1	161.0	37.0	56.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	263384	251912	513.582	7	2023
2023-08-01	11110	종로구	9166	경복궁역_1	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	460403	62660	1479.057	8	2023
2023-09-01	11110	종로구	9166	경복궁역_1	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342162	36487	1302.625	9	2023
2023-10-01	11110	종로구	9166	경복궁역_1	161.0	37.0	56.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	322190	320805	331.914	10	2023
2023-11-01	11110	종로구	9166	경복궁역_1	161.0	37.0	56.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	372973	371695	360.016	11	2023
2023-12-01	11110	종로구	9166	경복궁역_1	163.0	38.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	389193	388109	441.04	12	2023
2024-01-01	11110	종로구	9166	경복궁역_1	163.0	38.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	438590	437613	521.81	1	2024
2024-02-01	11110	종로구	9166	경복궁역_1	163.0	38.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	470766	469755	471.369	2	2024
2024-03-01	11110	종로구	9166	경복궁역_1	163.0	38.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	387051	385705	395.818	3	2024
2024-04-01	11110	종로구	9166	경복궁역_1	163.0	38.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	395125	395125	354.644	4	2024
2024-05-01	11110	종로구	9166	경복궁역_1	163.0	38.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	336604	335585	351.091	5	2024
2024-06-01	11110	종로구	9166	경복궁역_1	163.0	38.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	319871	318724	446.909	6	2024
2024-07-01	11110	종로구	9166	경복궁역_1	163.0	39.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	275113	274128	515.953	7	2024
2024-08-01	11110	종로구	9166	경복궁역_1	163.0	39.0	57.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	279931	279032	636.941	8	2024
2024-09-01	11110	종로구	9166	경복궁역_1	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	362678	42452	1442.632	9	2024
2024-10-01	11110	종로구	9166	경복궁역_1	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	350650	22672	957.119	10	2024
2022-07-01	11110	종로구	9167	경복궁역_2	142.0	30.0	64.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242618	136861	513.942	7	2022
2022-08-01	11110	종로구	9167	경복궁역_2	142.0	30.0	64.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262308	125474	554.021	8	2022
2022-10-01	11110	종로구	9167	경복궁역_2	142.0	30.0	65.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221820	191665	372.419	10	2022
2022-10-01	11110	종로구	9167	경복궁역_2	142.0	30.0	65.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	221820	191665	372.419	10	2022
2022-11-01	11110	종로구	9167	경복궁역_2	142.0	30.0	65.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280833	211557	361.578	11	2022
2022-12-01	11110	종로구	9167	경복궁역_2	142.0	30.0	65.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	451427	265844	477.3	12	2022
2023-01-01	11110	종로구	9167	경복궁역_2	141.0	30.0	64.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	548668	370760	593.455	1	2023
2023-01-01	11110	종로구	9167	경복궁역_2	141.0	30.0	64.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465240	341876	537.688	1	2023
2023-03-01	11110	종로구	9167	경복궁역_2	142.0	30.0	65.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	257122	223739	382.065	3	2023
2023-03-01	11110	종로구	9167	경복궁역_2	142.0	30.0	65.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230402	196553	357.132	3	2023
2023-06-01	11110	종로구	9167	경복궁역_2	142.0	30.0	65.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254384	183293	474.868	6	2023
2023-07-01	11110	종로구	9167	경복궁역_2	142.0	31.0	65.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	256517	137899	552.002	7	2023
2023-08-01	11110	종로구	9167	경복궁역_2	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	20.368	8	2023
2023-09-01	11110	종로구	9167	경복궁역_2	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	17.695	9	2023
2023-12-01	11110	종로구	9167	경복궁역_2	144.0	31.0	66.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	428127	292857	485.123	12	2023
2024-01-01	11110	종로구	9167	경복궁역_2	145.0	32.0	66.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	552640	376520	576.652	1	2024
2024-02-01	11110	종로구	9167	경복궁역_2	145.0	32.0	67.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	506758	377779	521.384	2	2024
2024-03-01	11110	종로구	9167	경복궁역_2	145.0	31.0	67.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	413458	308549	438.691	3	2024
2024-04-01	11110	종로구	9167	경복궁역_2	145.0	31.0	67.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	305739	270107	384.53	4	2024
2024-05-01	11110	종로구	9167	경복궁역_2	144.0	31.0	67.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242700	210013	374.214	5	2024
2024-06-01	11110	종로구	9167	경복궁역_2	145.0	31.0	68.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243010	176416	464.039	6	2024
2024-08-01	11110	종로구	9167	경복궁역_2	145.0	31.0	68.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288695	151991	670.198	8	2024
2024-10-01	11110	종로구	9167	경복궁역_2	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	11.613	10	2024
2022-07-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2235939	14931	2911.214	7	2022
2022-10-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	619051	18720	1928.545	10	2022
2022-10-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	619051	18720	1928.545	10	2022
2022-11-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	633959	19980	1829.682	11	2022
2022-12-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2333046	27014	2229.811	12	2022
2023-01-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2834274	24224	2258.109	1	2023
2023-01-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2429795	26823	2046.314	1	2023
2023-03-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1222792	22664	1975.015	3	2023
2023-07-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2202660	13844	2997.595	7	2023
2023-09-01	11110	종로구	9168	광화문역_1	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117760	2014	1157.852	9	2023
2023-10-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	657701	17738	1974.563	10	2023
2023-11-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1091063	17558	2019.205	11	2023
2023-12-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2326155	20754	2106.349	12	2023
2024-01-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2765721	24923	2237.151	1	2024
2024-02-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2251130	29415	1938.866	2	2024
2024-03-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1745791	31711	1923.175	3	2024
2024-06-01	11110	종로구	9168	광화문역_1	23.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1830413	22732	2515.181	6	2024
2024-09-01	11110	종로구	9168	광화문역_1	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94884	2400	1150.299	9	2024
2024-10-01	11110	종로구	9168	광화문역_1	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140263	5530	913.879	10	2024
2022-07-01	11110	종로구	9169	광화문역_2	215.0	45.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	3253764	400777	6392.849	7	2022
2022-08-01	11110	종로구	9169	광화문역_2	215.0	46.0	86.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	3000992	432563	6877.131	8	2022
2022-10-01	11110	종로구	9169	광화문역_2	215.0	46.0	86.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1910449	476954	4543.087	10	2022
2022-10-01	11110	종로구	9169	광화문역_2	215.0	46.0	86.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1910449	476954	4543.087	10	2022
2022-11-01	11110	종로구	9169	광화문역_2	216.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	3263751	557933	4531.034	11	2022
2022-12-01	11110	종로구	9169	광화문역_2	216.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	8473037	787394	5762.454	12	2022
2023-01-01	11110	종로구	9169	광화문역_2	216.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	8676209	685227	6369.796	1	2023
2023-01-01	11110	종로구	9169	광화문역_2	216.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	6833558	671287	5922.194	1	2023
2023-03-01	11110	종로구	9169	광화문역_2	216.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2367315	495263	4386.894	3	2023
2023-03-01	11110	종로구	9169	광화문역_2	216.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2119123	489590	4485.129	3	2023
2023-06-01	11110	종로구	9169	광화문역_2	216.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2316881	403821	5250.148	6	2023
2023-07-01	11110	종로구	9169	광화문역_2	216.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2919088	399360	6301.45	7	2023
2023-08-01	11110	종로구	9169	광화문역_2	122.0	32.0	43.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3979838	555387	9193.496	8	2023
2023-09-01	11110	종로구	9169	광화문역_2	122.0	32.0	43.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2767604	466867	8041.185	9	2023
2023-10-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1528333	421340	4359.741	10	2023
2023-11-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	3992501	602438	4752.743	11	2023
2023-12-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	7283291	765284	5505.298	12	2023
2024-01-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	8177402	735605	6215.523	1	2024
2024-02-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	6373507	703044	5506.676	2	2024
2024-03-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	4834511	644064	4949.466	3	2024
2024-04-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2500167	543260	4602.077	4	2024
2024-06-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2444223	421534	5433.032	6	2024
2024-07-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2994574	402576	6432.963	7	2024
2024-08-01	11110	종로구	9169	광화문역_2	217.0	46.0	87.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	3271991	403114	7322.52	8	2024
2024-09-01	11110	종로구	9169	광화문역_2	114.0	28.0	41.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2807675	330227	8044.651	9	2024
2024-10-01	11110	종로구	9169	광화문역_2	114.0	28.0	41.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1532824	444131	6308.882	10	2024
2022-07-01	11110	종로구	9170	동대문시장_1	310.0	177.0	74.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	811050	648511	2764.269	7	2022
2022-08-01	11110	종로구	9170	동대문시장_1	310.0	177.0	74.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	771879	625340	2715.827	8	2022
2022-10-01	11110	종로구	9170	동대문시장_1	310.0	177.0	74.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	559854	483746	1931.116	10	2022
2022-11-01	11110	종로구	9170	동대문시장_1	310.0	177.0	75.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	843502	714621	1828.172	11	2022
2023-01-01	11110	종로구	9170	동대문시장_1	310.0	177.0	75.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	2278399	1402007	2391.432	1	2023
2023-01-01	11110	종로구	9170	동대문시장_1	310.0	177.0	75.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	1664290	1046914	2140.508	1	2023
2023-03-01	11110	종로구	9170	동대문시장_1	310.0	177.0	75.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	1029692	827766	1938.195	3	2023
2023-07-01	11110	종로구	9170	동대문시장_1	310.0	176.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	838700	675752	2741.334	7	2023
2023-08-01	11110	종로구	9170	동대문시장_1	20.0	7.0	9.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1867839	1867839	2061.393	8	2023
2023-09-01	11110	종로구	9170	동대문시장_1	20.0	7.0	9.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1223531	1223531	1708.551	9	2023
2023-11-01	11110	종로구	9170	동대문시장_1	310.0	176.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	912192	904547	1954.021	11	2023
2024-01-01	11110	종로구	9170	동대문시장_1	310.0	176.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	1442889	1432061	2404.763	1	2024
2024-02-01	11110	종로구	9170	동대문시장_1	310.0	176.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	993255	985827	2145.759	2	2024
2024-03-01	11110	종로구	9170	동대문시장_1	310.0	176.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	919592	911558	2045.29	3	2024
2024-04-01	11110	종로구	9170	동대문시장_1	310.0	178.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	610406	603437	1957.25	4	2024
2024-05-01	11110	종로구	9170	동대문시장_1	310.0	178.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	621511	614605	2048.039	5	2024
2024-06-01	11110	종로구	9170	동대문시장_1	310.0	178.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	628768	622502	2335.034	6	2024
2024-07-01	11110	종로구	9170	동대문시장_1	310.0	178.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	732534	726222	2817.98	7	2024
2024-08-01	11110	종로구	9170	동대문시장_1	310.0	178.0	76.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	7.0	661465	655387	2971.951	8	2024
2024-09-01	11110	종로구	9170	동대문시장_1	17.0	5.0	8.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1497435	1497435	1716.892	9	2024
2022-10-01	11110	종로구	9171	동대문역_1	135.0	39.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	126674	114358	497.442	10	2022
2022-10-01	11110	종로구	9171	동대문역_1	135.0	39.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	126674	114358	497.442	10	2022
2022-11-01	11110	종로구	9171	동대문역_1	135.0	38.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	166393	133467	443.254	11	2022
2022-12-01	11110	종로구	9171	동대문역_1	135.0	38.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	252551	171739	511.661	12	2022
2023-01-01	11110	종로구	9171	동대문역_1	132.0	37.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	365315	226877	707.303	1	2023
2023-03-01	11110	종로구	9171	동대문역_1	132.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	223235	169099	459.775	3	2023
2023-03-01	11110	종로구	9171	동대문역_1	132.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	269262	178366	505.089	3	2023
2023-03-01	11110	종로구	9171	동대문역_1	132.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	175799	142465	427.271	3	2023
2023-06-01	11110	종로구	9171	동대문역_1	132.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	151943	122754	500.186	6	2023
2023-07-01	11110	종로구	9171	동대문역_1	132.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	133350	104320	591.199	7	2023
2023-08-01	11110	종로구	9171	동대문역_1	54.0	21.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	282010	282010	675.932	8	2023
2023-09-01	11110	종로구	9171	동대문역_1	55.0	21.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	171543	171543	661.873	9	2023
2023-11-01	11110	종로구	9171	동대문역_1	132.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	161666	132011	451.267	11	2023
2023-12-01	11110	종로구	9171	동대문역_1	132.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	247845	167889	539.757	12	2023
2024-02-01	11110	종로구	9171	동대문역_1	132.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	330057	219096	630.999	2	2024
2024-03-01	11110	종로구	9171	동대문역_1	134.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	308116	199623	522.681	3	2024
2024-04-01	11110	종로구	9171	동대문역_1	134.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	213892	162711	473.753	4	2024
2024-05-01	11110	종로구	9171	동대문역_1	134.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	169008	140601	429.712	5	2024
2024-06-01	11110	종로구	9171	동대문역_1	134.0	37.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	158034	128824	491.578	6	2024
2024-07-01	11110	종로구	9171	동대문역_1	135.0	37.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	152574	123656	610.906	7	2024
2024-08-01	11110	종로구	9171	동대문역_1	136.0	37.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	155733	126640	741.52	8	2024
2024-10-01	11110	종로구	9171	동대문역_1	45.0	15.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	119861	116084	136.828	10	2024
2022-07-01	11110	종로구	9172	동대문역_2	301.0	88.0	98.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	876065	543910	1459.55	7	2022
2022-08-01	11110	종로구	9172	동대문역_2	301.0	88.0	98.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	949696	581156	1557.973	8	2022
2022-10-01	11110	종로구	9172	동대문역_2	301.0	88.0	98.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	266801	221604	1023.145	10	2022
2022-11-01	11110	종로구	9172	동대문역_2	300.0	88.0	98.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	432770	294665	987.037	11	2022
2022-12-01	11110	종로구	9172	동대문역_2	300.0	88.0	98.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	1113982	692603	1322.402	12	2022
2023-03-01	11110	종로구	9172	동대문역_2	300.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	419048	326978	1014.715	3	2023
2023-03-01	11110	종로구	9172	동대문역_2	300.0	87.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	691504	432374	1107.302	3	2023
2023-03-01	11110	종로구	9172	동대문역_2	300.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	433191	306525	961.572	3	2023
2023-06-01	11110	종로구	9172	동대문역_2	300.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	640584	489251	1198.295	6	2023
2023-07-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	824870	498401	1416.448	7	2023
2023-08-01	11110	종로구	9172	동대문역_2	6.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	195249	70929	1185.47	8	2023
2023-09-01	11110	종로구	9172	동대문역_2	6.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	182402	70366	1091.779	9	2023
2023-10-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	236735	199512	1015.481	10	2023
2023-11-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	500935	333108	988.394	11	2023
2023-12-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	1052959	671385	1275.924	12	2023
2024-01-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	1258857	768738	1464.417	1	2024
2024-02-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	1028516	636018	1294.136	2	2024
2024-03-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	936923	614892	1106.208	3	2024
2024-04-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	450635	331261	954.446	4	2024
2024-06-01	11110	종로구	9172	동대문역_2	299.0	88.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	560965	397001	1143.581	6	2024
2024-07-01	11110	종로구	9172	동대문역_2	299.0	87.0	99.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	13.0	4.0	862018	581120	1460.142	7	2024
