작성월	지역코드	지역명	상권코드	상권명	총건물수	1층생활시설수	2층생활시설수	문화집회시설수	종교시설수	판매시설수	의료시설수	아동노인복지시설수	수련시설수	운동시설수	숙박시설수	여가및오락시설수	총가스사용량	상업용가스사용량	총전기사용량
202401	11380	은평구	9163	연신내역_1	75.0	56.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	226553	226553	339.332
202402	11380	은평구	9163	연신내역_1	75.0	56.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	230167	230167	345.32
202403	11380	은평구	9163	연신내역_1	75.0	56.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	202421	202421	268.37
202405	11380	은평구	9163	연신내역_1	75.0	56.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	111257	111257	224.625
202406	11380	은평구	9163	연신내역_1	75.0	56.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	98498	98498	249.381
202407	11380	은평구	9163	연신내역_1	75.0	56.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	81614	81614	305.719
202408	11380	은평구	9163	연신내역_1	75.0	56.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	87536	87536	378.497
202409	11380	은평구	9163	연신내역_1	52.0	4.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5697	5697	30.12
202410	11380	은평구	9163	연신내역_1	52.0	4.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8112	8112	20.99
202207	11380	은평구	9164	연신내역_2	219.0	69.0	82.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	4.0	1.0	607504	497073	2009.85
202208	11380	은평구	9164	연신내역_2	219.0	69.0	82.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	4.0	1.0	591462	490344	2283.105
202210	11380	은평구	9164	연신내역_2	219.0	69.0	83.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	746450	716852	1509.542
202210	11380	은평구	9164	연신내역_2	219.0	69.0	83.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	746450	716852	1509.542
202211	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	869740	770622	1353.916
202212	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1626663	1379147	1575.482
202301	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1468959	1266790	2018.644
202301	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1291285	1107717	1890.328
202303	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	558956	544679	1328.819
202303	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	926207	829533	1423.759
202303	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	687241	669682	1357.271
202306	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	563144	508277	1622.32
202307	11380	은평구	9164	연신내역_2	219.0	68.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	539561	445343	1974.286
202308	11380	은평구	9164	연신내역_2	235.0	17.0	19.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	84401	69420	413.39
202309	11380	은평구	9164	연신내역_2	235.0	17.0	19.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	87047	71835	386.432
202311	11380	은평구	9164	연신내역_2	219.0	66.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1107365	978635	1372.923
202312	11380	은평구	9164	연신내역_2	219.0	66.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1361548	1170446	1553.86
202401	11380	은평구	9164	연신내역_2	218.0	66.0	83.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1480825	1265974	1930.94
202402	11380	은평구	9164	연신내역_2	218.0	66.0	83.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1258354	1098348	1787.554
202403	11380	은평구	9164	연신내역_2	219.0	65.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	1015881	909524	1504.736
202404	11380	은평구	9164	연신내역_2	219.0	65.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	638516	624254	1381.431
202405	11380	은평구	9164	연신내역_2	220.0	65.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	571723	553962	1326.359
202406	11380	은평구	9164	연신내역_2	221.0	66.0	84.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	553941	491409	1603.813
202407	11380	은평구	9164	연신내역_2	221.0	67.0	83.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	559670	484468	1972.506
202408	11380	은평구	9164	연신내역_2	221.0	67.0	83.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	562136	475852	2444.58
202410	11380	은평구	9164	연신내역_2	217.0	15.0	15.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	97428	79329	286.89
202207	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	223177	40288	632.27
202208	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	216602	41773	750.297
202210	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	299301	55489	573.432
202210	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	299301	55489	573.432
202212	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	608809	120548	557.541
202301	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	757430	140117	770.756
202303	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	476624	84780	591.94
202303	11380	은평구	9165	연신내역_3	46.0	26.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	285646	48587	505.883
202307	11380	은평구	9165	연신내역_3	46.0	26.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	205712	43802	642.451
202308	11380	은평구	9165	연신내역_3	17.0	5.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	13397	13397	34.726
202309	11380	은평구	9165	연신내역_3	17.0	5.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	17041	17041	32.817
202310	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	262060	47471	599.901
202311	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	447982	91759	529.17
202312	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	605955	116960	588.976
202402	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	597546	125761	715.651
202403	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	533351	89057	586.183
202404	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	386880	65874	565.728
202405	11380	은평구	9165	연신내역_3	46.0	25.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	333546	52758	511.322
202406	11380	은평구	9165	연신내역_3	46.0	26.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	262461	49147	556.834
202408	11380	은평구	9165	연신내역_3	46.0	26.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	250289	46888	769.589
202409	11380	은평구	9165	연신내역_3	15.0	4.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	22327	22327	35.229
202410	11380	은평구	9165	연신내역_3	15.0	4.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	23235	23235	32.747
202207	11410	서대문구	9149	서대문역_2	97.0	26.0	35.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	302959	128171	572.761
202210	11410	서대문구	9149	서대문역_2	97.0	26.0	35.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	232217	174570	490.738
202211	11410	서대문구	9149	서대문역_2	97.0	26.0	35.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	257911	177484	455.178
202301	11410	서대문구	9149	서대문역_2	97.0	26.0	35.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	633794	321296	707.628
202301	11410	서대문구	9149	서대문역_2	97.0	26.0	35.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	602180	279827	650.406
202303	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	247088	189967	463.612
202303	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	209563	164537	445.109
202303	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	367227	249691	523.13
202306	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	242131	152370	523.627
202307	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	291805	144656	621.616
202308	11410	서대문구	9149	서대문역_2	50.0	12.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1161393	97346	2157.477
202309	11410	서대문구	9149	서대문역_2	50.0	12.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	883866	83509	1858.399
202310	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	210082	174802	515.278
202311	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	355208	219524	470.485
202312	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	571450	301611	559.122
202401	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	625080	341646	654.496
202402	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	527014	321690	618.513
202403	11410	서대문구	9149	서대문역_2	97.0	26.0	36.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	433420	291972	521.965
202407	11410	서대문구	9149	서대문역_2	95.0	26.0	35.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	351191	209779	644.283
202410	11410	서대문구	9149	서대문역_2	50.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220696	66754	515.391
202207	11410	서대문구	9150	신촌역_2	574.0	221.0	202.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	2638294	2386260	7521.388
202208	11410	서대문구	9150	신촌역_2	574.0	221.0	202.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	2816010	2545164	8027.053
202210	11410	서대문구	9150	신촌역_2	574.0	222.0	201.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	2904434	2608426	5387.636
202210	11410	서대문구	9150	신촌역_2	574.0	222.0	201.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	2904434	2608426	5387.636
202211	11410	서대문구	9150	신촌역_2	574.0	222.0	201.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	3979736	3455938	4955.624
202212	11410	서대문구	9150	신촌역_2	574.0	222.0	201.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	7192801	5999326	6127.431
202301	11410	서대문구	9150	신촌역_2	574.0	222.0	201.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	6858888	5776812	6776.979
202301	11410	서대문구	9150	신촌역_2	575.0	223.0	201.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	5576734	4714426	6201.983
202303	11410	서대문구	9150	신촌역_2	575.0	221.0	204.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	4495105	3907979	5028.165
202303	11410	서대문구	9150	신촌역_2	575.0	220.0	205.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	2967811	2715918	5323.083
202303	11410	서대문구	9150	신촌역_2	575.0	220.0	205.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	3212632	2901595	4926.867
202306	11410	서대문구	9150	신촌역_2	575.0	220.0	204.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	2783817	2537781	6280.911
202307	11410	서대문구	9150	신촌역_2	576.0	221.0	204.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	2469415	2216639	7350.223
202308	11410	서대문구	9150	신촌역_2	437.0	66.0	55.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	28.0	0.0	926001	305351	3018.519
202309	11410	서대문구	9150	신촌역_2	437.0	66.0	55.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	28.0	0.0	781089	287829	2666.393
202310	11410	서대문구	9150	신촌역_2	576.0	222.0	203.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	2741797	2539227	5367.527
202312	11410	서대문구	9150	신촌역_2	576.0	219.0	205.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	36.0	2.0	6134381	5193173	6013.661
202401	11410	서대문구	9150	신촌역_2	575.0	219.0	204.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	35.0	2.0	6654650	5692475	6601.435
202402	11410	서대문구	9150	신촌역_2	575.0	219.0	204.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	35.0	2.0	5295009	4525798	5964.338
202403	11410	서대문구	9150	신촌역_2	575.0	219.0	204.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	35.0	2.0	4715360	4104578	5306.404
202404	11410	서대문구	9150	신촌역_2	576.0	219.0	206.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	35.0	2.0	3393050	3043773	5080.463
202405	11410	서대문구	9150	신촌역_2	576.0	219.0	206.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	35.0	2.0	2852966	2583588	5303.836
202407	11410	서대문구	9150	신촌역_2	576.0	217.0	208.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	35.0	2.0	2590091	2334667	7399.026
202408	11410	서대문구	9150	신촌역_2	577.0	217.0	208.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	36.0	2.0	2414929	2169893	8748.209
202409	11410	서대문구	9150	신촌역_2	397.0	61.0	52.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	23.0	0.0	797191	238544	2266.257
202410	11410	서대문구	9150	신촌역_2	397.0	61.0	52.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	23.0	0.0	737120	326685	1600.648
202210	11410	서대문구	9151	이대역	267.0	120.0	71.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	787438	404056	1410.865
202212	11410	서대문구	9151	이대역	264.0	117.0	70.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	2431357	978981	1875.523
202301	11410	서대문구	9151	이대역	265.0	117.0	70.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	1966830	672438	1937.406
202301	11410	서대문구	9151	이대역	264.0	117.0	70.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	2314964	948095	2146.039
202303	11410	서대문구	9151	이대역	264.0	116.0	70.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	1.0	919395	422468	1380.411
202303	11410	서대문구	9151	이대역	264.0	116.0	70.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	1306674	549079	1482.753
202306	11410	서대문구	9151	이대역	266.0	117.0	70.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	1.0	592804	308852	1641.887
202308	11410	서대문구	9151	이대역	305.0	39.0	25.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58313	46077	246.379
202309	11410	서대문구	9151	이대역	305.0	39.0	25.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63403	50747	246.507
202311	11410	서대문구	9151	이대역	267.0	115.0	71.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	1536542	578601	1546.433
202312	11410	서대문구	9151	이대역	265.0	113.0	71.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	2321469	718816	1872.864
202401	11410	서대문구	9151	이대역	265.0	113.0	71.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	2514571	789195	2154.319
202402	11410	서대문구	9151	이대역	265.0	113.0	71.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	2071077	673221	1965.668
202403	11410	서대문구	9151	이대역	265.0	113.0	71.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	1728455	585543	1704.952
202404	11410	서대문구	9151	이대역	264.0	113.0	70.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	1018310	386244	1527.685
202405	11410	서대문구	9151	이대역	264.0	113.0	70.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	728669	311444	1442.564
202406	11410	서대문구	9151	이대역	263.0	112.0	70.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	590296	263196	1717.964
202409	11410	서대문구	9151	이대역	276.0	34.0	23.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	42908	39740	241.715
202410	11410	서대문구	9151	이대역	276.0	34.0	23.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	61452	56273	191.564
202207	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2062139	1644948	2109.577
202208	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1712192	1385439	2027.014
202210	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	709678	601759	1387.126
202210	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	709678	601759	1387.126
202211	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1041660	716195	1338.12
202301	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2307006	1398514	1551.001
202301	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1760354	1137795	1418.041
202303	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1052631	759200	1391.834
202307	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1951823	1580500	2153.001
202308	11440	마포구	9138	공덕역_1	30.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30043	392	89.842
202309	11440	마포구	9138	공덕역_1	30.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28153	402	66.199
202310	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	917147	856013	1373.163
202311	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1475030	1034969	1439.671
202401	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2286435	1461849	1700.299
202403	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1585754	1085310	1490.058
202404	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	770201	702403	1354.663
202405	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1018959	884177	1446.566
202406	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1617070	1296812	1867.796
202407	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1500328	1200511	2157.376
202408	11440	마포구	9138	공덕역_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2214234	1814810	2368.619
202409	11440	마포구	9138	공덕역_1	28.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23504	212	78.85
202410	11440	마포구	9138	공덕역_1	28.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45004	732	60.292
202207	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	718429	141209	995.832
202210	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280427	160494	636.061
202210	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280427	160494	636.061
202211	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	386003	152872	625.272
202212	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1780612	186095	827.666
202303	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276194	162150	595.093
202303	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	548634	168322	642.22
202303	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	327852	138747	658.398
202306	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	516510	137948	841.962
202307	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	721013	138917	994.351
202308	11440	마포구	9139	공덕역_2	4.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45401	803	33.028
202310	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204435	149476	599.53
202311	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687669	173414	655.245
202312	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1166755	178542	776.326
202402	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	804236	161514	750.372
202403	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	665417	176121	675.243
202404	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229961	146880	595.928
202405	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273253	139198	620.359
202406	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455823	141075	821.199
202407	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	623516	127637	985.755
202408	11440	마포구	9139	공덕역_2	20.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	742592	141254	1116.329
202410	11440	마포구	9139	공덕역_2	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9415	615	18.864
202207	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	865935	23229	25514.234
202208	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	780586	24414	25768.68
202210	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	837340	23917	25100.163
202210	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	837340	23917	25100.163
202211	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	813681	22941	24637.095
202301	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	825365	20826	24101.884
202301	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	858993	19116	26317.791
202303	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	817281	22241	24687.021
202303	11440	마포구	9140	디지털미디어시티	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	875523	20083	25626.769
